Food_Type,Quantity,Preparation_Time,Storage_Hours,Temperature,Food_Safe
Fruits,36.7,5.5,80.7,39.5,No
Rice,7.8,28.2,7.4,16.6,No
Curry,31.9,100.6,2.4,57.9,Yes
Vegetables,38.6,4.3,71.2,27.6,No
Curry,35.8,58.6,9.4,-3.5,No
Vegetables,6.0,9.0,22.3,31.6,No
Rice,31.2,19.0,14.1,26.5,Yes
Bread,26.6,53.0,62.6,18.8,Yes
Fruits,20.5,33.8,41.3,-2.0,No
Dairy Products,27.2,15.3,7.5,6.1,No
Dairy Products,6.3,27.4,4.8,24.1,No
Vegetables,4.1,13.0,61.9,30.7,No
Rice,48.7,66.9,6.4,0.7,No
Fast Food,23.5,58.1,4.8,73.7,No
Fruits,39.0,8.1,98.4,5.3,Yes
Fast Food,6.8,14.0,1.9,25.7,Yes
Bread,41.5,50.9,59.8,7.4,No
Dairy Products,23.7,18.3,6.4,14.5,No
Curry,35.1,1.0,0.7,24.0,Yes
Dairy Products,13.6,3.8,2.7,18.0,Yes
Rice,3.9,65.1,9.9,81.9,No
Vegetables,6.8,5.5,5.1,5.3,Yes
Curry,25.6,113.4,0.7,66.9,No
Rice,3.2,60.4,11.5,23.8,No
Fast Food,11.9,3.2,4.0,50.4,No
Fast Food,14.9,11.9,5.6,56.3,Yes
Curry,28.6,23.5,6.4,-0.2,No
Vegetables,30.8,20.1,46.8,37.4,No
Dairy Products,10.5,33.2,2.4,19.4,No
Rice,20.8,43.2,2.3,1.8,Yes
Vegetables,10.8,5.7,62.0,14.1,Yes
Curry,6.0,102.3,4.5,-2.2,Yes
Curry,8.2,21.1,5.9,7.6,Yes
Fast Food,2.1,4.5,4.7,16.8,No
Vegetables,8.0,13.7,13.0,3.2,Yes
Fast Food,6.2,14.6,3.8,23.5,Yes
Bread,8.4,52.6,36.3,14.9,Yes
Fruits,34.8,0.2,28.8,18.0,Yes
Curry,30.1,87.6,9.0,27.1,Yes
Dairy Products,20.4,25.0,10.5,3.0,Yes
Dairy Products,19.1,7.1,5.9,2.7,No
Bread,41.6,149.6,70.7,20.2,Yes
Fast Food,2.6,29.3,5.4,76.6,No
Fast Food,16.3,3.6,5.5,30.4,No
Fast Food,24.8,13.2,2.7,44.4,Yes
Fruits,62.4,42.7,99.8,12.7,No
Bread,13.3,91.3,49.8,46.3,No
Vegetables,62.3,44.9,11.5,4.1,Yes
Fruits,74.0,6.8,11.6,16.4,Yes
Fast Food,16.5,56.0,5.7,58.3,No
Bread,17.0,141.6,21.0,27.4,Yes
Curry,27.1,3.1,11.9,30.4,No
Vegetables,33.5,38.3,44.5,28.8,No
Fruits,8.6,38.7,72.9,17.5,Yes
Dairy Products,6.7,18.5,0.8,-4.2,No
Curry,15.8,56.6,2.9,69.7,No
Bread,32.6,69.3,35.0,27.7,Yes
Curry,16.1,33.0,3.5,6.9,Yes
Fruits,62.9,26.6,32.5,29.8,No
Dairy Products,9.1,5.8,7.1,22.4,No
Bread,45.3,38.7,58.8,29.9,Yes
Fast Food,20.4,37.8,2.2,13.3,Yes
Vegetables,59.4,4.8,48.2,3.2,No
Dairy Products,9.5,18.4,7.6,9.9,No
Dairy Products,26.8,9.0,4.3,14.8,No
Rice,9.3,70.7,10.5,5.2,No
Vegetables,42.5,43.9,2.9,28.9,No
Bread,58.4,40.2,66.1,21.0,Yes
Dairy Products,8.9,31.8,3.7,22.2,No
Rice,36.7,86.0,15.6,39.4,No
Bread,54.6,22.8,29.1,48.8,Yes
Dairy Products,20.1,30.9,1.0,5.3,Yes
Rice,8.4,50.6,15.9,71.8,No
Vegetables,69.9,44.9,5.7,22.9,No
Curry,5.8,101.5,3.4,40.2,Yes
Bread,33.7,134.3,71.7,10.5,No
Rice,35.1,50.9,12.2,38.7,Yes
Rice,11.1,48.9,1.5,24.2,Yes
Fast Food,12.9,12.2,1.2,55.0,Yes
Fast Food,20.6,59.8,2.2,34.4,Yes
Vegetables,39.3,39.3,21.2,0.4,No
Fast Food,16.2,19.0,5.5,74.4,No
Curry,38.8,57.2,7.9,39.2,Yes
Curry,24.6,28.7,11.9,2.2,No
Bread,37.3,25.6,71.0,6.1,No
Curry,10.7,18.2,5.6,73.9,No
Rice,46.1,19.6,1.4,48.7,Yes
Fruits,6.2,24.7,88.0,10.2,No
Fast Food,16.7,44.4,5.4,-4.8,No
Fruits,57.9,2.9,76.6,21.3,No
Bread,31.7,138.1,26.2,19.5,Yes
Vegetables,16.2,3.5,26.9,21.6,No
Fruits,36.7,42.3,99.1,4.4,Yes
Bread,53.3,129.2,13.7,31.9,No
Fruits,32.9,34.2,39.4,11.5,No
Fruits,2.8,1.9,32.1,40.0,No
Fast Food,6.3,59.2,2.6,50.1,Yes
Bread,3.4,108.1,32.3,40.4,No
Dairy Products,29.4,16.5,6.7,-3.1,No
Fruits,11.7,6.3,51.2,2.6,No
Rice,18.2,71.3,3.3,15.6,Yes
Curry,22.7,34.1,8.3,37.4,Yes
Curry,15.0,72.7,9.1,-2.1,No
Dairy Products,22.8,10.7,7.5,-1.2,No
Dairy Products,4.3,9.9,8.2,22.3,No
Curry,13.4,93.6,6.9,8.1,Yes
Vegetables,10.1,49.5,57.1,14.7,No
Fruits,45.0,1.8,82.1,18.6,Yes
Rice,42.7,2.1,5.8,51.0,Yes
Curry,12.8,73.6,13.1,6.4,No
Dairy Products,8.6,18.8,5.2,10.0,No
Vegetables,3.5,5.1,37.0,20.0,No
Fruits,18.5,15.5,106.0,20.2,No
Dairy Products,29.9,18.6,7.2,-1.2,No
Fast Food,16.9,43.5,4.5,16.3,No
Fast Food,18.3,35.8,0.6,64.2,No
Fruits,63.0,26.7,33.4,29.6,No
Curry,23.5,88.4,12.6,49.2,No
Dairy Products,9.6,35.8,6.5,21.4,No
Rice,36.7,35.0,7.9,16.7,Yes
Bread,27.2,16.1,29.0,7.2,No
Fruits,53.4,3.1,63.7,19.8,Yes
Dairy Products,1.6,11.2,6.0,8.1,No
Fast Food,10.5,16.2,3.0,66.2,Yes
Bread,48.4,123.6,38.5,33.8,No
Bread,11.3,52.2,0.8,1.6,Yes
Bread,7.5,56.3,18.1,43.7,Yes
Vegetables,24.3,27.5,61.0,21.3,No
Fast Food,13.0,48.5,0.6,18.6,Yes
Curry,39.9,25.5,10.0,50.9,Yes
Bread,22.2,140.3,61.2,16.1,No
Vegetables,27.7,2.8,1.9,32.3,No
Curry,36.3,82.8,9.2,34.8,Yes
Curry,24.4,99.5,0.9,2.8,No
Rice,18.6,21.7,3.6,31.6,Yes
Fast Food,24.8,0.3,1.7,5.7,Yes
Curry,5.7,27.7,2.8,-0.9,Yes
Rice,10.1,4.1,2.2,47.7,Yes
Dairy Products,8.1,14.9,3.1,14.9,No
Rice,3.8,2.0,12.9,53.3,No
Curry,8.2,40.9,10.9,55.9,No
Vegetables,52.1,21.2,43.4,-4.9,No
Fast Food,22.6,13.6,2.1,61.3,Yes
Curry,30.0,9.9,6.1,51.5,Yes
Fast Food,2.8,19.9,2.1,57.4,Yes
Rice,39.3,10.6,5.7,63.1,Yes
Dairy Products,27.5,36.8,8.2,27.1,No
Dairy Products,13.4,2.3,2.5,10.5,Yes
Rice,7.1,70.5,3.3,2.8,Yes
Fruits,44.2,18.3,8.5,27.5,No
Curry,3.7,13.7,7.4,44.2,Yes
Fruits,50.7,21.5,46.5,10.1,No
Dairy Products,15.1,21.6,7.2,-2.6,No
Dairy Products,9.3,20.5,5.3,25.1,No
Fast Food,4.7,18.7,0.6,-2.5,Yes
Fast Food,9.1,54.5,3.6,40.7,Yes
Fast Food,6.8,41.8,1.6,17.1,Yes
Fast Food,10.1,36.8,1.2,35.7,Yes
Rice,25.1,49.8,14.5,39.7,No
Bread,53.8,138.7,10.5,4.7,No
Fast Food,10.3,21.2,4.4,28.4,Yes
Fast Food,20.0,13.2,5.4,0.4,No
Bread,19.6,58.4,69.3,45.5,No
Dairy Products,12.4,37.2,4.9,10.5,No
Fruits,41.4,26.5,17.7,7.5,Yes
Dairy Products,11.7,4.8,4.0,15.6,No
Vegetables,9.9,34.0,23.9,19.0,No
Curry,32.9,6.5,6.6,6.4,No
Dairy Products,15.3,23.9,3.2,5.5,No
Vegetables,54.7,15.4,63.2,34.0,No
Rice,15.8,78.2,12.0,76.1,No
Bread,53.7,74.6,70.9,34.5,No
Bread,54.7,146.1,52.2,23.2,No
Rice,43.3,26.2,12.0,36.3,Yes
Vegetables,10.2,17.6,40.2,32.8,Yes
Fast Food,6.8,26.7,4.5,8.3,Yes
Dairy Products,21.4,12.7,8.8,8.0,No
Rice,20.4,36.6,4.3,7.7,Yes
Fruits,16.8,5.1,106.8,34.7,No
Fast Food,23.8,2.9,5.4,52.5,No
Curry,16.1,30.4,14.5,43.9,Yes
Fruits,68.1,30.4,41.5,37.6,No
Vegetables,29.0,43.4,46.1,26.4,No
Dairy Products,20.6,24.3,3.8,9.4,No
Rice,28.6,33.3,7.8,46.1,Yes
Fast Food,5.5,15.7,2.5,68.7,Yes
Bread,3.9,101.4,64.1,0.0,No
Bread,24.1,76.5,56.8,26.5,No
Vegetables,61.6,13.0,38.0,17.9,No
Bread,16.1,19.5,20.7,13.6,No
Fruits,71.6,15.3,74.4,32.5,No
Bread,31.4,40.4,22.7,16.0,Yes
Rice,31.6,1.1,16.6,41.5,No
Fruits,9.7,37.8,49.0,6.8,Yes
Rice,8.6,41.6,16.5,4.2,Yes
Dairy Products,17.2,28.1,6.1,-1.6,No
Vegetables,65.0,25.5,57.6,39.0,No
Vegetables,33.4,49.9,31.9,21.1,No
Dairy Products,6.8,16.6,6.0,-3.6,No
Bread,58.2,85.1,27.3,12.8,Yes
Vegetables,25.0,19.6,50.9,19.5,Yes
Curry,23.6,71.2,11.5,9.7,Yes
Dairy Products,5.1,18.7,9.4,10.9,No
Dairy Products,10.6,32.6,11.2,9.1,No
Rice,40.9,69.9,0.6,66.0,No
Fast Food,12.1,28.7,2.6,45.4,Yes
Bread,19.7,99.3,58.5,35.5,No
Fast Food,13.4,56.6,2.8,77.3,No
Fruits,65.6,42.4,1.3,36.2,No
Dairy Products,25.4,25.6,9.3,2.4,No
Fruits,63.7,21.1,99.4,37.8,No
Bread,9.3,28.0,52.9,32.6,No
Rice,39.2,5.5,8.2,2.5,No
Dairy Products,25.9,5.6,3.9,4.6,No
Bread,44.6,77.7,59.2,33.1,No
Fast Food,15.9,55.7,4.4,31.3,Yes
Vegetables,44.5,6.5,26.6,22.4,No
Fruits,61.8,18.3,4.9,22.4,Yes
Fast Food,6.6,17.3,2.0,-3.5,Yes
Curry,37.5,100.8,14.2,83.8,No
Curry,31.4,74.9,14.4,11.4,Yes
Rice,38.3,21.9,11.4,-3.8,No
Fruits,54.1,19.0,82.4,10.1,Yes
Rice,5.0,85.0,1.1,58.2,Yes
Dairy Products,25.0,6.1,0.6,11.6,Yes
Vegetables,40.5,12.5,19.2,16.1,Yes
Fast Food,14.4,51.2,1.7,19.6,Yes
Bread,30.0,22.5,13.9,14.2,Yes
Rice,41.1,34.6,17.5,59.0,Yes
Fast Food,7.8,49.9,5.0,-3.0,No
Dairy Products,5.0,26.3,5.4,-0.2,No
Fruits,43.6,11.9,96.1,35.6,No
Dairy Products,4.7,0.1,9.8,17.7,No
Rice,27.8,59.8,2.0,55.0,Yes
Bread,6.1,13.4,55.2,14.0,No
Rice,20.6,58.7,13.3,74.1,No
Curry,13.5,50.5,10.0,14.5,Yes
Fast Food,1.3,54.4,0.8,-1.8,Yes
Vegetables,17.2,33.2,37.8,27.7,No
Fast Food,20.8,58.0,1.5,49.7,Yes
Dairy Products,28.6,2.6,6.8,26.1,No
Dairy Products,2.5,29.6,1.1,3.7,Yes
Fruits,34.6,10.9,45.4,2.7,Yes
Vegetables,55.4,4.9,70.9,25.3,No
Bread,51.3,131.1,41.4,39.0,No
Fast Food,12.0,0.2,2.4,56.0,No
Rice,49.0,61.3,17.1,55.7,No
Fast Food,15.7,29.8,1.6,33.1,Yes
Rice,28.3,88.9,13.6,7.6,No
Fruits,79.9,33.0,38.8,-3.7,No
Fast Food,12.7,28.7,5.3,38.3,Yes
Dairy Products,16.4,32.4,3.0,25.6,Yes
Dairy Products,20.3,1.0,8.9,8.1,No
Fruits,74.0,7.7,17.6,14.1,Yes
Fast Food,17.6,0.7,4.3,11.6,No
Fruits,79.2,14.6,20.6,36.3,Yes
Vegetables,1.0,17.5,42.2,31.4,No
Curry,13.6,74.7,7.5,8.7,Yes
Fast Food,12.9,17.8,3.5,11.0,Yes
Rice,16.5,83.2,16.6,79.7,No
Rice,44.7,70.3,6.3,44.6,No
Fast Food,4.3,57.4,5.2,68.7,No
Vegetables,37.8,4.8,8.7,39.0,No
Rice,43.8,32.5,1.3,59.7,Yes
Vegetables,49.6,10.9,68.3,20.3,No
Dairy Products,14.4,2.0,3.2,-4.5,No
Rice,7.1,65.8,3.1,52.0,Yes
Fruits,67.0,1.6,30.1,20.7,Yes
Dairy Products,19.7,13.8,11.9,0.3,No
Vegetables,15.5,7.1,40.6,12.3,Yes
Fast Food,23.9,38.3,0.6,6.6,Yes
Fruits,52.4,19.1,28.4,31.2,No
Fruits,75.7,33.1,31.5,-3.9,No
Fast Food,17.6,48.4,4.7,20.9,Yes
Bread,54.2,105.0,65.4,12.8,Yes
Fruits,63.3,16.3,33.2,37.3,No
Dairy Products,2.9,15.2,5.4,13.1,No
Bread,55.7,82.0,48.1,43.6,No
Vegetables,52.2,13.7,67.7,10.9,Yes
Dairy Products,5.6,16.7,6.2,9.3,No
Vegetables,22.6,9.3,62.0,31.5,No
Fruits,1.4,22.9,66.0,6.0,No
Fast Food,20.3,33.7,4.1,50.2,No
Vegetables,48.6,52.0,2.8,-3.9,No
Bread,48.2,60.6,52.0,29.8,Yes
Fruits,14.0,37.0,6.0,3.9,Yes
Fast Food,5.7,2.7,3.1,14.3,Yes
Fast Food,24.3,18.9,4.0,73.4,No
Curry,22.9,3.4,6.6,25.2,Yes
Bread,3.3,28.6,50.3,0.2,No
Dairy Products,6.4,22.5,4.1,6.3,Yes
Fruits,48.1,34.7,74.3,25.8,No
Vegetables,60.2,45.5,13.9,30.9,No
Rice,8.0,59.1,10.6,19.7,Yes
Bread,11.9,74.5,19.4,27.6,Yes
Curry,32.4,41.3,10.5,42.1,Yes
Curry,22.6,81.2,5.6,25.8,Yes
Rice,40.1,74.1,11.5,47.6,No
Fruits,53.6,41.5,37.5,11.1,Yes
Dairy Products,14.2,1.3,9.3,-0.5,No
Fruits,37.0,11.1,27.4,-0.7,No
Dairy Products,10.2,19.0,11.6,18.7,No
Fast Food,11.2,53.0,1.5,31.1,Yes
Rice,26.0,70.5,8.2,9.4,No
Fruits,46.1,3.8,90.0,5.8,Yes
Vegetables,42.2,57.0,31.7,17.2,No
Rice,35.9,64.9,14.9,43.6,No
Dairy Products,21.4,16.8,3.1,21.5,No
Bread,47.1,125.9,38.5,27.8,Yes
Vegetables,24.7,56.1,47.5,24.3,No
Vegetables,57.3,24.0,26.7,33.7,No
Fast Food,18.3,6.4,1.9,35.1,Yes
Fruits,37.9,27.3,7.4,27.3,No
Dairy Products,9.3,10.4,10.8,12.2,No
Curry,18.0,73.8,3.8,66.6,Yes
Dairy Products,29.5,19.4,1.9,16.2,No
Curry,27.6,13.8,10.3,37.1,No
Fast Food,2.5,27.1,5.2,38.3,Yes
Dairy Products,18.8,29.7,8.9,11.1,No
Curry,4.8,66.0,6.3,76.0,Yes
Curry,27.5,52.2,7.5,64.6,Yes
Vegetables,48.1,29.2,32.1,8.1,Yes
Fast Food,18.5,22.4,1.6,16.6,Yes
Fast Food,24.7,0.4,4.8,27.1,No
Vegetables,35.1,36.8,63.9,28.5,No
Rice,9.3,28.5,7.5,63.5,No
Bread,1.5,119.3,56.9,13.7,Yes
Dairy Products,11.1,25.0,6.7,18.9,No
Vegetables,35.8,2.7,64.0,32.4,No
Curry,3.8,104.6,5.0,16.9,No
Rice,27.7,14.4,0.6,16.2,Yes
Bread,48.0,34.3,55.6,37.0,No
Fast Food,17.1,31.4,4.5,49.2,No
Curry,22.0,81.2,10.4,53.4,Yes
Dairy Products,12.0,0.5,9.1,14.6,No
Fruits,39.1,2.1,3.0,0.8,No
Fast Food,2.2,28.4,0.5,4.7,Yes
Bread,52.4,13.9,47.3,26.7,No
Curry,9.5,0.8,5.9,63.8,Yes
Fast Food,2.9,15.9,4.0,25.8,Yes
Vegetables,33.6,37.0,25.1,12.5,No
Fruits,34.8,3.5,47.7,28.0,Yes
Vegetables,29.7,8.5,30.9,21.3,No
Dairy Products,12.7,33.2,11.1,9.5,No
Bread,22.4,39.0,7.5,27.2,Yes
Dairy Products,9.3,39.7,2.4,-0.4,No
Dairy Products,12.0,2.8,3.9,7.9,Yes
Fruits,17.2,9.8,32.4,25.6,No
Fruits,62.6,30.8,19.2,25.2,No
Vegetables,16.6,36.1,71.3,28.2,No
Bread,29.3,127.8,28.3,18.9,Yes
Vegetables,36.2,29.0,2.1,12.0,Yes
Rice,2.4,48.7,9.0,49.3,Yes
Dairy Products,7.6,33.7,9.3,14.0,No
Fast Food,23.9,59.3,3.8,51.2,No
Fruits,27.1,10.0,7.4,35.9,Yes
Vegetables,7.5,32.6,12.7,18.1,Yes
Vegetables,14.3,5.3,8.7,26.3,Yes
Dairy Products,2.5,33.1,4.3,9.8,Yes
Dairy Products,8.3,23.1,10.8,14.2,No
Rice,16.5,83.7,2.9,39.1,Yes
Fast Food,10.8,20.1,2.8,38.9,Yes
Vegetables,46.7,59.7,64.2,-4.6,No
Dairy Products,24.2,34.2,10.5,5.3,No
Fruits,16.8,4.2,64.6,39.1,No
Fruits,65.6,33.5,81.5,-0.3,No
Fruits,18.2,41.1,55.0,-1.0,No
Vegetables,59.9,42.6,46.9,34.9,No
Curry,28.2,13.7,3.5,69.1,No
Fruits,28.5,35.8,75.3,0.2,No
Fruits,73.8,36.1,26.5,16.2,Yes
Bread,35.1,115.6,3.7,34.5,Yes
Fruits,54.1,27.1,81.1,11.7,Yes
Curry,14.3,50.5,14.5,73.1,No
Vegetables,53.3,7.4,35.0,7.5,Yes
Dairy Products,5.5,36.4,9.4,24.4,No
Rice,41.8,63.1,3.7,45.2,Yes
Fast Food,12.8,25.3,1.5,74.5,Yes
Dairy Products,6.4,32.4,1.9,12.9,Yes
Bread,22.1,23.7,15.4,38.6,No
Rice,16.4,19.6,1.4,16.8,Yes
Vegetables,28.6,39.7,24.6,38.1,No
Fruits,56.0,13.8,95.3,21.1,No
Dairy Products,1.9,39.4,7.5,23.6,No
Fruits,51.2,40.1,35.8,37.6,No
Fruits,41.1,3.0,22.7,38.3,Yes
Fruits,3.3,31.2,13.5,24.6,No
Dairy Products,27.7,12.2,8.0,16.3,No
Rice,34.7,47.3,14.4,60.0,No
Fruits,54.2,11.1,79.4,14.5,No
Rice,44.7,9.0,14.3,21.1,Yes
Fast Food,21.5,9.3,5.9,-2.4,No
Fast Food,21.1,22.1,4.3,21.2,No
Rice,33.7,46.3,12.0,83.2,No
Rice,31.0,51.8,2.3,39.5,Yes
Vegetables,49.8,53.8,33.9,9.4,Yes
Bread,50.5,148.6,49.4,31.2,No
Fruits,68.9,30.0,88.8,-1.8,No
Fruits,26.2,12.0,81.1,21.7,No
Curry,19.7,85.3,6.8,54.8,Yes
Curry,31.2,68.4,3.9,43.4,Yes
Rice,41.9,56.3,10.0,62.9,No
Fast Food,15.9,13.8,4.9,5.8,Yes
Bread,1.1,69.4,13.2,37.2,Yes
Curry,32.4,80.9,8.3,15.7,Yes
Fruits,30.3,42.3,79.8,12.2,No
Dairy Products,2.1,17.4,9.8,21.8,No
Dairy Products,17.3,15.3,7.6,-0.6,No
Fruits,22.3,15.3,90.0,21.0,No
Dairy Products,27.2,20.9,7.6,7.3,No
Fast Food,16.2,0.5,3.6,63.6,No
Bread,20.3,55.2,7.4,43.1,No
Bread,28.0,122.4,37.9,0.2,No
Bread,17.2,87.1,68.4,10.6,Yes
Dairy Products,22.2,25.8,8.2,12.0,No
Vegetables,38.2,34.8,33.2,13.4,No
Fast Food,21.7,51.3,3.7,2.2,No
Rice,5.0,86.7,4.3,42.1,Yes
Rice,17.5,43.2,6.8,33.9,Yes
Rice,27.6,45.5,17.0,56.8,Yes
Bread,34.2,111.2,13.4,14.2,Yes
Vegetables,62.2,59.0,41.6,9.7,Yes
Bread,45.8,12.3,24.5,20.4,Yes
Fast Food,23.8,29.1,2.2,6.5,Yes
Curry,32.0,52.2,7.3,58.3,Yes
Fast Food,11.7,18.0,0.7,6.1,Yes
Vegetables,23.3,42.3,35.6,28.5,No
Vegetables,69.5,4.3,29.9,29.0,No
Vegetables,17.9,44.9,62.0,34.1,No
Bread,31.2,40.9,52.0,4.2,No
Fruits,44.4,17.0,36.3,38.5,No
Rice,38.2,57.8,9.3,28.2,Yes
Fruits,28.7,16.9,51.5,35.1,No
Curry,3.0,23.3,6.6,17.8,Yes
Dairy Products,18.3,16.1,9.5,7.5,No
Curry,5.1,8.6,14.5,12.7,No
Rice,24.4,75.8,16.3,35.4,No
Fruits,24.8,39.0,50.1,34.9,No
Curry,16.1,113.2,6.9,23.2,Yes
Vegetables,64.1,36.3,58.7,6.9,No
Vegetables,19.8,17.2,17.6,7.8,Yes
Curry,23.9,101.8,7.0,36.4,No
Fast Food,19.8,28.6,3.1,42.4,Yes
Fast Food,4.6,57.5,3.1,34.7,Yes
Fruits,28.7,13.4,8.7,28.9,Yes
Rice,31.5,5.2,1.1,59.6,Yes
Dairy Products,2.0,16.4,5.1,19.0,No
Dairy Products,8.6,9.8,11.8,21.4,No
Bread,15.5,143.5,65.8,43.2,No
Fruits,78.7,28.4,98.9,25.2,No
Bread,28.5,129.8,41.3,3.9,No
Fast Food,8.4,59.4,4.2,65.1,No
Dairy Products,23.2,20.1,7.3,8.2,No
Rice,27.8,61.5,6.1,14.4,Yes
Fruits,34.7,14.0,33.4,15.2,Yes
Dairy Products,23.2,16.3,6.1,-5.0,No
Fruits,32.6,29.3,84.6,12.3,Yes
Rice,37.3,64.1,7.0,25.9,Yes
Rice,26.8,55.7,5.3,9.8,Yes
Rice,36.8,51.7,3.8,33.1,Yes
Bread,17.4,77.4,17.8,26.8,Yes
Rice,13.4,31.9,4.3,2.9,Yes
Bread,29.6,73.1,17.9,27.6,Yes
Fruits,58.9,22.5,18.5,15.5,Yes
Rice,10.2,54.5,5.4,-3.5,Yes
Dairy Products,7.6,20.2,7.9,22.7,Yes
Dairy Products,20.8,30.2,5.2,5.2,Yes
Fruits,24.9,9.2,104.7,36.3,No
Rice,7.9,46.3,3.9,76.1,Yes
Vegetables,57.2,21.0,68.5,37.1,No
Dairy Products,5.9,4.8,6.8,5.8,Yes
Rice,40.6,47.0,12.9,56.0,Yes
Vegetables,68.6,19.8,58.2,32.8,No
Fruits,37.4,34.1,19.6,19.2,Yes
Vegetables,16.2,31.9,68.8,-0.9,No
Dairy Products,2.6,7.8,6.6,22.0,Yes
Bread,8.5,94.9,58.9,15.6,Yes
Bread,34.9,114.2,17.8,38.2,No
Dairy Products,27.8,6.9,6.4,0.1,Yes
Rice,49.5,26.6,7.5,12.7,Yes
Bread,12.6,17.6,5.0,11.2,Yes
Bread,1.6,71.7,6.8,35.6,Yes
Dairy Products,12.8,24.6,4.0,20.3,No
Dairy Products,25.3,17.3,9.1,5.1,No
Rice,39.4,66.8,3.7,48.2,Yes
Fast Food,22.7,16.0,1.3,30.4,Yes
Dairy Products,24.3,0.9,11.7,25.3,No
Dairy Products,18.9,0.7,10.8,24.3,No
Dairy Products,4.8,26.6,2.0,19.4,No
Fruits,66.1,41.6,16.8,-1.2,No
Dairy Products,12.7,26.0,4.9,15.4,No
Rice,26.9,56.8,9.2,67.0,No
Rice,17.9,20.7,12.1,52.1,Yes
Fruits,11.2,6.0,67.9,-2.8,No
Rice,3.3,58.1,8.6,71.1,No
Fruits,59.1,11.4,21.1,15.8,Yes
Bread,6.2,56.9,64.9,40.6,No
Fast Food,16.4,42.4,1.3,48.7,Yes
Fast Food,10.1,17.3,0.7,62.3,Yes
Rice,21.5,32.3,5.8,37.9,Yes
Dairy Products,29.4,38.6,1.0,14.1,No
Dairy Products,15.6,29.1,6.3,9.4,No
Curry,2.4,108.1,5.3,70.7,No
Curry,21.1,59.1,7.9,40.9,Yes
Bread,26.1,147.6,70.3,31.2,No
Fruits,53.1,2.4,70.1,34.8,No
Rice,44.4,89.3,14.5,73.1,No
Bread,29.4,92.5,48.1,22.4,Yes
Vegetables,2.1,30.5,15.3,0.5,No
Fast Food,24.9,35.2,5.9,22.4,No
Dairy Products,17.5,12.3,7.3,19.9,No
Dairy Products,2.4,14.5,4.0,-0.8,No
Rice,47.9,36.8,4.3,0.1,Yes
Curry,26.6,47.3,0.6,45.1,Yes
Fruits,65.4,23.8,83.3,32.6,No
Vegetables,62.5,22.1,47.9,24.8,No
Vegetables,63.5,43.0,64.9,29.2,No
Curry,10.6,25.2,6.8,40.9,Yes
Dairy Products,9.6,37.7,5.4,24.9,Yes
Rice,30.9,35.9,6.2,44.6,Yes
Dairy Products,9.1,13.0,7.1,6.0,No
Dairy Products,6.8,37.5,4.2,6.4,Yes
Vegetables,44.4,55.4,50.6,17.0,No
Bread,6.1,106.0,51.0,14.6,Yes
Fruits,36.1,34.2,90.7,24.3,No
Fruits,34.5,15.1,29.3,13.3,Yes
Fast Food,9.6,38.5,2.2,4.5,Yes
Vegetables,30.4,56.1,1.1,31.4,No
Bread,44.4,124.5,4.9,5.5,No
Rice,38.2,29.5,8.8,52.5,Yes
Curry,5.9,33.7,8.4,62.1,Yes
Curry,19.7,49.2,1.2,51.6,Yes
Dairy Products,21.1,38.2,9.8,23.9,No
Rice,39.9,17.7,5.8,-4.5,Yes
Fast Food,6.3,44.9,2.6,69.9,No
Rice,46.5,29.4,5.3,74.3,Yes
Curry,35.8,4.9,13.4,38.6,No
Dairy Products,21.3,19.8,1.1,6.0,Yes
Vegetables,40.6,6.4,49.9,27.0,No
Fruits,36.1,28.2,73.9,31.1,No
Curry,39.3,105.5,14.3,82.3,No
Vegetables,18.0,1.2,36.0,10.3,No
Rice,45.8,34.8,7.8,14.6,Yes
Fruits,51.7,12.0,81.0,-4.9,No
Fast Food,12.5,20.6,4.2,71.0,No
Vegetables,35.8,27.4,27.3,-1.9,Yes
Bread,6.7,53.0,56.3,17.0,Yes
Bread,37.6,34.9,54.8,38.0,No
Dairy Products,17.5,10.9,5.6,6.6,Yes
Rice,24.6,32.5,5.8,50.1,Yes
Dairy Products,25.2,8.9,9.3,12.7,No
Bread,51.7,122.1,13.0,7.0,No
Bread,46.3,130.2,4.3,20.2,Yes
Bread,52.0,58.4,26.2,23.2,No
Dairy Products,2.4,4.9,4.3,3.3,Yes
Fast Food,7.9,57.7,1.8,1.1,No
Dairy Products,16.6,5.3,4.6,7.1,Yes
Fruits,21.1,10.0,29.6,38.5,Yes
Rice,20.3,29.6,11.9,37.1,Yes
Curry,10.3,17.3,5.8,28.6,Yes
Fast Food,24.2,20.6,4.6,20.6,Yes
Rice,33.0,36.2,3.2,75.8,Yes
Dairy Products,19.6,31.1,5.2,2.9,Yes
Fruits,1.1,0.8,11.4,13.0,Yes
Dairy Products,21.8,10.2,11.8,17.1,No
Bread,8.3,58.9,23.3,17.0,Yes
Fruits,75.2,16.8,82.9,-3.3,No
Vegetables,57.9,6.0,6.1,10.7,Yes
Fast Food,3.5,45.0,5.7,34.1,No
Vegetables,3.3,32.6,50.6,3.0,No
Dairy Products,3.8,36.2,2.3,19.7,No
Dairy Products,16.9,31.7,7.2,9.7,No
Curry,31.8,58.4,4.0,74.1,Yes
Vegetables,29.1,29.3,33.0,1.0,No
Fast Food,3.0,12.8,4.9,64.7,No
Rice,4.6,17.1,11.1,77.0,No
